objectid,filename,title,metadatacreator,creator,date,description,subject,keyword,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
158_19450302,158_1945-03-02_medium.jpeg,Regimental Personnel (General Interest),Wells,,1945-03-02,soldier getting blood drawn,1321st Engineer General Service Regiment,"1321st Engineer General Service Regiment, WWII, France, Military personnel, table, stools, African Americans, Phlebotomy, basement, Military medicine",France,,,,158_1945-03-02,Image; Stillimage,image/jpeg,,Aldo H. Bagnulo Collection,This item is in the public domain. Please use proper credit.,image,Bagnulo_LSIS5830Spring24,,,,
159_19450303,159_1945-03-03_medium.jpeg,Domgermain [France],Wells,,1945-03-03,trucks and rail cars,1321st Engineer General Service Regiment,"1321st Engineer General Service Regiment, WWII, France, Military vehicles, Railroads, tractors, construction, engineering, dirt roads, gravel, soldiers","Domgermain, France",,,,159_1945-03-03,Image; Stillimage,image/jpeg,,Aldo H. Bagnulo Collection,This item is in the public domain. Please use proper credit.,image,Bagnulo_LSIS5830Spring24,,,,
160_19450303,160_1945-03-03_medium.jpeg,Domgermain [France],Wells,,1945-03-03,rail cars,1321st Engineer General Service Regiment,"1321st Engineer General Service Regiment, WWII, France, Railroads, construction, engineering, dirt, gravel, soldiers, Power lines","Domgermain, France",,,,160_1945-03-03,Image; Stillimage,image/jpeg,,Aldo H. Bagnulo Collection,This item is in the public domain. Please use proper credit.,image,Bagnulo_LSIS5830Spring24,,,,
061_1945-02-10,061_1945-02-10_medium.jpeg,Personnel of the 105th Quartermaster Trucking Battallion,Johnny,,1945-02-10,"Group photo of the 105th Quartermaster Trucking Battallion, taken in February 1945.","World War, 1939-1945; African American soldiers; Military engineers",1321st Engineer General Service Regiment; 105th Quartermaster Trucking Battallion,Northeast France,,,,061_1945-02-10,Image;StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/061_1945-02-10_medium.jpeg,,,,
062_1945-02-10,062_1945-02-10_medium.jpeg,Personnel of the 105th Quartermaster Trucking Battallion,Johnny,,1945-02-10,"Group photo of the 105th Quartermaster Trucking Battallion, taken in February 1945.","World War, 1939-1945; African American soldiers; Military engineers",1321st Engineer General Service Regiment; 105th Quartermaster Trucking Battallion,Northeast France,,,,062_1945-02-10,Image;StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/062_1945-02-10_medium.jpeg,,,,
128_1945-2-21,128_1945-2-21_medium.jpeg,Heavy Machinery Pulling Rail Car,Johnny,,1945-02-21,"Using heavy machinery, a member of the 1321st Engineer General Service Regiment pull a rail car in Domgermain, France.","World War, 1939-1945; African American soldiers; Military engineers",1321st Engineer General Service Regiment; rail cars; heavy machinery,"Domgermain, France",48.6433,5.8267,,128_1945-2-21,Image;StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/128_1945-2-21_medium.jpeg,,,,
129_1945-2-21,129_1945-2-21_medium.jpeg,Bagnulo Inspecting Equipment,Johnny,,1945-02-21,"Colonel Aldo Bagnulo, commander of the 1321st Engineer General Service Regiment, inspects machinery used for road repairs while an unnamed solder looks on.","World War, 1939-1945; African American soldiers; Military engineers; United States--Armed Forces--Officers",1321st Engineer General Service Regiment; heavy machinery; inspections,"Domgermain, France",48.6433,5.8267,,129_1945-2-21,Image;StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/129_1945-2-21_medium.jpeg,,,,
130_1945-03-02,130_1945-03-02_medium.jpeg,Rail Cars,Johnny,,1945-03-02,"Rail cars lining a section of railroad tracks near Domgermain, France, in March 1945.","World War, 1939-1945; Military Engineering",1321st Engineer General Service Regiment; rail cars,"Domgermain, France",48.6433,5.8267,,130_1945-03-02,Image;StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/130_1945-03-02_medium.jpeg,,,,
131_1945-3-2,131_1945-3-2_medium.jpeg,Graded Road Near Dongermain,Johnny,,1945-03-02,Road repaired by members of the 1321st Engineer General Service Regiment in February/March 1945,"World War, 1939-1945; Military Engineering",1321st Engineer General Service Regiment; road grading,"Domgermain, France",48.6433,5.8267,,131_1945-3-2,Image;StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/131_1945-3-2_medium.jpeg,,,,
132_1945-03-02,132_1945-03-02_medium.jpeg,Ungraded Road,Johnny,,1945-03-02,"An ungraded dirt road near Domgermain, France, from March 1945.","World War, 1939-1945; Military Engineering",1321st Engineer General Service Regiment; road grading,"Domgermain, France",48.6433,5.8267,,132_1945-03-02,Image;StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/132_1945-03-02_medium.jpeg,,,,
133_1945-03-02,133_1945-03-02_medium.jpeg,Graded Road,Johnny,,1945-03-02,"A road near Domgermain, France, in the process of grading, with a train in the background.","World War, 1939-1945; Military Engineering",1321st Engineer General Service Regiment; road grading,"Domgermain, France",48.6433,5.8267,,133_1945-03-02,Image;StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/133_1945-03-02_medium.jpeg,,,,
134_1945-03-02,134_1945-03-02_medium.jpeg,Grading Work,Johnny,,1945-03-02,"A dirt road near Domgermain, France, in the process of grading, with equipment in the foreground and a train in the background. Photo taken in March 1945.","World War, 1939-1945; Military Engineering",1321st Engineer General Service Regiment; road grading; heavy machinery,"Domgermain, France",48.6433,5.8267,,134_1945-03-02,Image;StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/134_1945-03-02_medium.jpeg,,,,
135_1945-03-02,135_1945-03-02_medium.jpeg,Soldiers Unloading Rail Cars,Johnny,,1945-03-02,"Members of the 1321st Engineer General Service Regiment unload rail cars full of rocks near Domgermain, France in March 1945.","World War, 1939-1945; African American soldiers; Military engineers",1321st Engineer General Service Regiment; road grading; rail cars,"Domgermain, France",48.6433,5.8267,,135_1945-03-02,Image;StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/135_1945-03-02_medium.jpeg,,,,
057_1945-02-10,057_1945-02-10_medium.jpeg,Personnel on muddy road,Cherie,,1945-02-10,Unidentified personnel from 105th Quartermaster Trucking Battalion standing outside on muddy roads near open buildings. February 1945 in France during WWII.,1321st Engineer General Service Regiment,1321st Engineer General Service Regiment; 105th Quartermaster Trucking Battalion; WWII; Europe; France; city; mud; Aldo H. Bagnulo,France,,,,057_1945-02-10,Image; Stillmage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/057_1945-02-10_medium.jpeg,,,,
058_1945-02-10,058_1945-02-10_medium.jpeg,Personnel seated at desk in private quarters with personal belongings,Cherie,,1945-02-10,"Unidentified personnel from 105th QuarterMaster Trucking Battalion in private quarters at desk with personal belongings, February 1945, in France during WWII",1321st Engineer General Service Regiment,1321st Engineer General Service Regiment; 105th Quartermaster Trucking Battalion; WWII; Europe; France; soldier; room; desk; Aldo H. Bagnulo,France,,,,058_1945-02-10,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/058_1945-02-10_medium.jpeg,,,,
111_1945-02-19,111_1945-02-19_medium.jpeg,Culvert/pipeline,Cherie,,1945-02-19,Culvert/pipeline underneath a railroad track with a railroad car above,1321st Engineer General Service Regiment,1321st Engineer General Service Regiment; railroad; culvert; pipeline; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,111_1945-02-19,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/111_1945-02-19_medium.jpeg,,,,
112_1945-02-20,112_1945-02-19_medium.jpeg,Soldiers using heavy equipment near a culvert/pipeline,Cherie,,1945-02-20,"Unidentified soldiers with the 1321st Engineer General Service Regiment moving rocks near a culvert/pipeline, standing near heavy equipment",1321st Engineer General Service Regiment,1321st Engineer General Service Regiment; railroad; culvert; pipeline; heavy equipment; soldiers; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,111_1945-02-20,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/112_1945-02-19_medium.jpeg,,,,
113_1945-02-21,113_1945-02-19_medium.jpeg,Soldiers using heavy equipment ,Cherie,,1945-02-21,Unidentified soldiers with the 1321st Engineer General Service Regiment using heavy equipment in an open area,1321st Engineer General Service Regiment,1321st Engineer General Service Regiment; heavy equipment; soldiers; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,111_1945-02-21,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/113_1945-02-19_medium.jpeg,,,,
114_1945-02-22,114_1945-02-19_medium.jpeg,Soldiers using heavy equipment ,Cherie,,1945-02-22,Unidentified soldiers with the 1321st Engineer General Service Regiment using heavy equipment in an open area,1321st Engineer General Service Regiment,1321st Engineer General Service Regiment; heavy equipment; soldiers; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,111_1945-02-22,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/114_1945-02-19_medium.jpeg,,,,
115_1945-02-23,115_1945-02-19_medium.jpeg,Two soldiers and a dump truck driver dumping a load of rocks,Cherie,,1945-02-23,Unidentified soldiers with the 1321st Engineer General Service Regiment observing a fellow soldier dumping a load of rocks from a dump truck onto a freshly made road,1321st Engineer General Service Regiment,1321st Engineer General Service Regiment; heavy equipment; soldiers; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,111_1945-02-23,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/115_1945-02-19_medium.jpeg,,,,
116_1945-02-24,116_1945-02-19_medium.jpeg,Power shovel heavy equipment in a rock quarry,Cherie,,1945-02-24,Unidentified soldier with the 1321st Engineer General Service Regiment using a power shovel heavy machinery equipment in a rock quarry,1321st Engineer General Service Regiment,1321st Engineer General Service Regiment; heavy equipment; soldiers; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,111_1945-02-24,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/116_1945-02-19_medium.jpeg,,,,
117_1945-02-25,117_1945-02-19_medium.jpeg,Soldiers on hill in rock quarry,Cherie,,1945-02-25,Rear view of two unidentified soldiers with 1321st Engineer General Service Regiment on hill in rock quarry,1321st Engineer General Service Regiment,1321st Engineer General Service Regiment; soldiers; quarry; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,111_1945-02-25,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/117_1945-02-19_medium.jpeg,,,,
118_1945-02-26,118_1945-02-19_medium.jpeg,Hill quarry,Cherie,,1945-02-26,Unidentified hill quarry,1321st Engineer General Service Regiment,1321st Engineer General Service Regiment; quarry; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,111_1945-02-26,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/118_1945-02-19_medium.jpeg,,,,
059_1945-2-10,059_1945-2-10_medium.jpeg,Personnel of the 105th Quartermaster Trucking Battallion,Katrina,,1945-02-10,"Photo of an unidentified male with the105th Qm Trucking Bn, taken in February 1945","World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; 105th Quartermaster Trucking Battallion,"Domgermain, France",48.6426° N,5.8279° E,,059_1945-2-10,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/059_1945-2-10_medium.jpeg,,,,
060_1945-2-10,060_1945-2-10_medium.jpeg,Personnel of the 105th Quartermaster Trucking Battallion,Katrina,,1945-02-11,Group photo of soldiers with the105 Qm Trucking Bn taken February 1945,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; 105th Quartermaster Trucking Battallion,"Domgermain, France",48.6426° N,5.8279° E,,060_1945-2-10,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/060_1945-2-10_medium.jpeg,,,,
119_1945-2-19,119_1945-2-19_medium.jpeg,Soldier at hill quarry,Katrina,,1945-02-19,"Unidentified male soldier at hill quarry in Domgermain, France","World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; quarry; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain,France",48.6426° N,5.8279° E,,119_1945-2-19,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/119_1945-2-19_medium.jpeg,,,,
120_1945-02-21,120_1945-02-21_medium.jpeg,personnel,Katrina,,1945-02-21,Photo of medical personnel taken inside of the 236 General hospital ,"World War, 1939-1945; Military engineers",interior; medical; 236 General Hospital; hospital; WWII; France; WWII; 1945;,France,,,,120_1945-02-21,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/120_1945-02-21_medium.jpeg,,,,
121_1945-02-21,121_1945-02-21_medium.jpeg,personnel,Katrina,,1945-02-21,Photo of soldier receiving an eye exam at the 236 General Hospital,"World War, 1939-1945; Military engineers",medical; interior; 236 General Hospital; hospital; WWII; France; WWII; 1945;,France,,,,121_1945-02-21,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/121_1945-02-21_medium.jpeg,,,,
123_1945-02-21,123_1945-02-21_medium.jpeg,personnel,Katrina,,1945-02-21,Group photo of medical personnel taken February 1945,"World War, 1939-1945; Military engineers",236 General Hospital; hospital; WWII; France; WWII; 1945;,France,,,,123_1945-02-21,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/123_1945-02-21_medium.jpeg,,,,
124_1945-02-21,124_1945-02-21_medium.jpeg,personnel,Katrina,,1945-02-21,Maj. C.A. Ward and soldiers,"World War, 1939-1945; Military engineers",236 General Hospital; hospital; WWII; France; WWII; 1945;,France,,,,124_1945-02-21,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/124_1945-02-21_medium.jpeg,,,,
125_1945-02-21181,125_1945-02-21181_medium.jpeg,personnel,Katrina,,1945-02-21,Unidentified medical personnel ,"World War, 1939-1945; Military engineers",236 General Hospital; hospital; WWII; France; WWII; 1945;,France,,,,125_1945-02-21181,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/125_1945-02-21181_medium.jpeg,,,,
126_1945-2-21,126_1945-2-21_medium.jpeg,personnel,Katrina,,1945-02-21,Unidentified soldier with the 1321st Engineer General Service Regiment standing on top of heavy machinery equipment,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; quarry; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain,France",48.6426° N,5.8279° E,,126_1945-2-21,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/126_1945-2-21_medium.jpeg,,,,
127_1945-2-21,127_1945-2-21_medium.jpeg,Soldiers unloading rock,Katrina,,1945-02-21,Group of soldiers unloading rock from a rail car,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; quarry; WWII; Europe; Domgermain; France; Aldo H. Bagnulo,"Domgermain,France",48.6426° N,5.8279° E,,127_1945-2-21,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/127_1945-2-21_medium.jpeg,,,,
049_1945-02-09,049_1945-02-09_medium.jpeg,Soldiers standing on lumber piles,Heather,,1945-02-09,lumber piles,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; lumber yard; WWII; Europe; Aldo H. Bagnulo; mud road,"Vincey, France",43.33987° N,6.33278° E,,049_1945-02-09,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/049_1945-02-09_medium.jpeg,,,,
050_1945-02-10,050_1945-02-10_medium.jpeg,ceremony,Heather,,1945-02-10,Legion of Merit,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; lumber yard; WWII; Europe; Aldo H. Bagnulo; mud road; ceremony; barracks,,,,,050_1945-02-10,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/050_1945-02-10_medium.jpeg,,,,
079_1945-2-11-09,079_1945-2-11-09_medium.jpeg,Soldiers marking the road,Heather,,1945-02-11,muddy road,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; lumber yard; WWII; Europe; Aldo H. Bagnulo; mud road; marking flood area; road conditions,"Ainvelle, France",47.99729°N,5.83059°E,,079_1945-2-11,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/079_1945-2-11_medium.jpeg,,,,
080_1945-2-11,080_1945-2-11-09_medium.jpeg,muddy road,Heather,,1945-02-11,muddy road,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; lumber yard; WWII; Europe; Aldo H. Bagnulo; mud road; marking flood area; road conditions,"Ainvelle, France",47.99729°N,5.83059°E,,080_1945-2-11,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/080_1945-2-11_medium.jpeg,,,,
081_1945-2-11,081_1945-2-11_medium.jpeg,travelling convoy,Heather,,1945-2-11,trucks on a muddy road,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; lumber yard; WWII; Europe; Aldo H. Bagnulo; mud road; military trucks; road conditions; convoy,"Ainvelle, France",47.99729°N,5.83059°E,,081_1945-2-11,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/081_1945-2-11_medium.jpeg,,,,
082_1945-02-11,082_1945-02-11_medium.jpeg,travelling convoy,Heather,,1945-2-11,trucks on a muddy road,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; lumber yard; WWII; Europe; Aldo H. Bagnulo; mud road; military trucks; road conditions; convoy,"Ainvelle, France",47.99729°N,5.83059°E,,082_1945-02-11,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/082_1945-2-11_medium.jpeg,,,,
083_1945-2-11,083_1945-2-11_medium.jpeg,rear of travelling convoy,Heather,,1945-2-11,trucks on a muddy road,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; lumber yard; WWII; Europe; Aldo H. Bagnulo; mud road; military trucks; road conditions; convoy,"Ainvelle, France",47.99729°N,5.83059°E,,083_1945-02-12,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/083_1945-2-11_medium.jpeg,,,,
083X1_1945-02-13,083X1_1945-02-13_medium.jpeg,survey of progress,Heather,,1945-2-13,"road repair between Charmes & Luneville, France","World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; lumber yard; WWII; Europe; Aldo H. Bagnulo; mud road; military trucks; road repair,"Charmes, France",48.37251°N,6.29930°E,,083X1_1945-02-13,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/083X1_1945-02-13_medium.jpeg,,,,
083X2_1945-02-13,083X2_1945-02-13_medium.jpeg,Digging trenches roadside,Heather,,1945-2-13,"road repair between Charmes & Luneville, France","World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; lumber yard; WWII; Europe; Aldo H. Bagnulo; mud road; military personel; road repair,"Charmes, France",48.37251°N,6.29930°E,,083X2_1945-02-13,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/083X2_1945-02-13_medium.jpeg,,,,
084_1945-02-17,084_1945-02-17_medium.jpeg,Close up of military truck,Heather,,1945-02-17,truck close-up,"World War, 1939-1945; Military engineers",1321st Engineer General Service Regiment; lumber yard; WWII; Europe; Aldo H. Bagnulo; mud road; military personel; road repair,,,,,084_1945-02-17,Image; StillImage,image/jpeg,eng,Aldo H. Bagnulo Collection,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/084_1945-02-17_medium.jpeg,,,,
069_1945-02-11,069_1945-02-11_medium.jpeg,No. 069 Dirt road with truck,Nicholle,,1945-02-11,"No. 069. Road conditions Ainvelle to Puttegney on N460, Co. A. North of Darney Road junct. 3 looking south[dirt road with truck]. 2-11-1945.Aldo H. Bagnulo Collection.1321st Engineer General Service Regiment.Negative-only; no print.","World War, 1939-1945; Transportation; African Americans; Italian Americans; Military engineers",road conditions; dirt road; 1321st Engineer General Service Regiment; Europe; Aldo H. Bagnulo; military trucks,"Ainvelle, France",47°50′51″N ,5.83059°E,,069_1945-02-11,Image; Stillimage,image/jpeg,eng,Bagnulo Family Bequest,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/069_1945-02-11_medium.jpeg,,,,
070_1945-02-11,070_1945-02-11_medium.jpeg,"No. 070 Truck missed hold, got ditched",Nicholle,,1945-02-11,"No. 070. Road conditions Ainvelle to Puttegney on N460, Co. A. North of Darney, East of Road junct. N6; truck missed hold, got ditched. 2-11-1945.Aldo H. Bagnulo Collection.1321st Engineer General Service Regiment.Negative-only; no print.","World War, 1939-1945; Transportation; African Americans; Italian Americans; Military engineers",road conditions; dirt road; 1321st Engineer General Service Regiment; Europe; Aldo H. Bagnulo; military trucks; France,"Ainvelle, France",47.99729°N,5.83059°E,,070_1945-02-11,Image; Stillimage,image/jpeg,eng,Bagnulo Family Bequest,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/070_1945-02-11_medium.jpeg,,,,
161_1945-03-03,161_1945-03-03_medium.jpeg,No. 161 Equipment and Rail Cars,Nicholle,,1945-03-03,"No. 161. Domgermain, France [equipment and rail cars]. 3-3-1945.Aldo H. Bagnulo Collection.1321st Engineer General Service Regiment.March 3, 1945161","World War, 1939-1945; Transportation; African Americans; Italian Americans; Military engineers",military cars; military equipment; 1321st Engineer General Service Regiment; Europe; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,161_1945-03-03,Image; Stillimage,image/jpeg,eng,Bagnulo Family Bequest,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/161_1945-03-03_medium.jpeg,,,,
162_1945-03-03,162_1945-03-03_medium.jpeg,No. 162 Equipment,Nicholle,,1945-03-03,"No. 162. Domgermain, France [equipment]. 3-3-1945.Aldo H. Bagnulo Collection.1321st Engineer General Service Regiment.Negative-only; no print.","World War, 1939-1945; Transportation; African Americans; Italian Americans; Military engineers",military trucks; military equipment; 1321st Engineer General Service Regiment; Europe; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,162_1945-03-03,Image; Stillimage,image/jpeg,eng,Bagnulo Family Bequest,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/162_1945-03-03_medium.jpeg,,,,
163_1945-03-03,163_1945-03-03_medium.jpeg,No. 163 Equipment,Nicholle,,1945-03-03,"No. 163. Domgermain, France [equipment]. 3-3-1945.Aldo H. Bagnulo Collection.1321st Engineer General Service Regiment.Negative-only; no print.","World War, 1939-1945; Transportation; African Americans; Italian Americans; Military engineers",military trucks; military equipment; 1321st Engineer General Service Regiment; Europe; France; Aldo H. Bagnulo,"Domgermain, France",48.6426° N,5.8279° E,,163_1945-03-03,Image; Stillimage,image/jpeg,eng,Bagnulo Family Bequest,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/163_1945-03-03_medium.jpeg,,,,
164_1945-02-19,164_1945-02-19_medium.jpeg,No. 164 Bridge repair over river,Nicholle,,1945-02-19,No. 164. Scenes-General Interest [bridge repair over river]. 2-19-1945.Aldo H. Bagnulo Collection.1321st Engineer General Service Regiment.Negative-only; no print.,"World War, 1939-1945; Transportation; African Americans; Italian Americans; Military engineers; Construction"," 1321st Engineer General Service Regiment; Aldo H. Bagnulo, bridge",,,,,164_1945-02-19,Image; Stillimage,image/jpeg,eng,Bagnulo Family Bequest,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/164_1945-02-19_medium.jpeg,,,,
165_1945-02-19,165_1945-02-19_medium.jpeg,No. 165 Bridge repair over river,Nicholle,,1945-02-19,No. 165. Scenes-General Interest [bridge repair over river]. 2-19-1945.Aldo H. Bagnulo Collection.1321st Engineer General Service Regiment.Negative-only; no print.,"World War, 1939-1945; Transportation; African Americans; Italian Americans; Military engineers; Construction"," 1321st Engineer General Service Regiment; Aldo H. Bagnulo, bridge",,,,,165_1945-02-19,Image; Stillimage,image/jpeg,eng,Bagnulo Family Bequest,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/165_1945-02-19_medium.jpeg,,,,
166_1945-02-19,165_1945-02-19_medium.jpeg,No. 166 Row of Buildings,Nicholle,,1945-02-19,No. 166. Regimental Installations [row of buildings]. 2-19-1945.Aldo H. Bagnulo Collection.1321st Engineer General Service Regiment.Negative-only; no print.,"World War, 1939-1945; Buildings; African Americans; Italian Americans; Military engineers; Construction"," 1321st Engineer General Service Regiment; Aldo H. Bagnulo, Buildings, Installations",,,,,166_1945-02-19,Image; Stillimage,image/jpeg,eng,Bagnulo Family Bequest,Aldo H. Bagnulo Collection.This item is in the public domain. Please use proper credit.,image,/objects/166_1945-02-19_medium.jpeg,,,,
